
".*schwers.r@gmail.com.*"
"Size of Input";"2067";"4115";"8211";"16403";"32787";"65555";"131091";"262163";"524307";"1048595";"2097171";" "
"DFA: CPUMEAN";"0.2";"0.0";"0.0";"0.2";"0.4";"0.8";"1.6";"3.2";"6.2";"12.4";"25.0";""
"DFA: CPUVARIANCE";"0.76";"0.0";"0.0";"0.76";"1.44";"2.56";"3.84";"2.56";"3.96";"1.44";"3.0";""
"DFA: REALMEAN";"0.15";"0.15";"0.1";"0.2";"0.4";"0.8";"1.55";"3.05";"6.15";"12.3";"24.85";""
"DFA: REALVARIANCE";"0.2275";"0.2275";"0.09";"0.16";"0.24";"0.16";"0.2475";"0.0475";"0.1275";"0.21";"0.2275";""
"DFA: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

".*schwers.r@gmail.com.*"
"Size of Input";"2067";"4115";"8211";"16403";"32787";"65555";"131091";"262163";"524307";"1048595";"2097171";" "
"RGX: CPUMEAN";"0.0";"0.2";"0.0";"0.2";"0.2";"0.4";"1.2";"2.4";"4.6";"10.2";"22.8";""
"RGX: CPUVARIANCE";"0.0";"0.76";"0.0";"0.76";"0.76";"1.44";"3.36";"3.84";"2.04";"3.96";"172.96";""
"RGX: REALMEAN";"0.0";"0.05";"0.05";"0.15";"0.35";"0.6";"1.15";"2.45";"4.65";"10.0";"22.75";""
"RGX: REALVARIANCE";"0.0";"0.0475";"0.0475";"0.1275";"0.2275";"0.24";"0.1275";"0.2475";"0.2275";"0.2";"161.2875";""
"RGX: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.2";"0.0";"3.0";""
"RGX: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.76";"0.0";"171.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"a* -- should pass"
"Size of Input";"1024";"2048";"4096";"8192";"16384";"32768";"65536";"131072";"262144";"524288";"1048576";" "
"DFA: CPUMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: CPUVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: REALMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: REALVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"a* -- should pass"
"Size of Input";"1024";"2048";"4096";"8192";"16384";"32768";"65536";"131072";"262144";"524288";"1048576";" "
"RGX: CPUMEAN";"0.0";"0.0";"0.0";"0.2";"0.2";"0.4";"0.6";"1.4";"2.8";"5.4";"11.4";""
"RGX: CPUVARIANCE";"0.0";"0.0";"0.0";"0.76";"0.76";"1.44";"2.04";"3.64";"3.36";"3.64";"2.04";""
"RGX: REALMEAN";"0.05";"0.05";"0.05";"0.05";"0.15";"0.45";"0.65";"1.3";"2.75";"5.5";"11.35";""
"RGX: REALVARIANCE";"0.0475";"0.0475";"0.0475";"0.0475";"0.1275";"0.3475";"0.2275";"0.21";"0.2875";"0.35";"0.2275";""
"RGX: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.2";"0.0";"0.0";"0.0";"0.0";"0.0";""
"RGX: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.76";"0.0";"0.0";"0.0";"0.0";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"(a+) -- should pass"
"Size of Input";"1026";"2050";"4098";"8194";"16386";"32770";"65538";"131074";"262146";"524290";"1048578";" "
"DFA: CPUMEAN";"0.0";"0.0";"0.2";"0.2";"0.4";"1.0";"1.6";"3.2";"7.0";"14.0";"28.0";""
"DFA: CPUVARIANCE";"0.0";"0.0";"0.76";"0.76";"1.44";"3.0";"3.84";"2.56";"3.0";"4.0";"0.0";""
"DFA: REALMEAN";"0.05";"0.05";"0.1";"0.25";"0.45";"0.85";"1.75";"3.5";"6.95";"13.95";"28.0";""
"DFA: REALVARIANCE";"0.0475";"0.0475";"0.09";"0.1875";"0.2475";"0.1275";"0.1875";"0.25";"0.0475";"0.0475";"0.0";""
"DFA: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"(a+) -- should pass"
"Size of Input";"1026";"2050";"4098";"8194";"16386";"32770";"65538";"131074";"262146";"524290";"1048578";" "
"RGX: CPUMEAN";"0.0";"0.0";"0.2";"0.2";"0.2";"0.6";"1.2";"2.6";"5.0";"10.0";"20.0";""
"RGX: CPUVARIANCE";"0.0";"0.0";"0.76";"0.76";"0.76";"2.04";"3.36";"3.64";"3.0";"4.0";"0.0";""
"RGX: REALMEAN";"0.05";"0.0";"0.1";"0.15";"0.3";"0.65";"1.25";"2.5";"4.95";"9.9";"20.1";""
"RGX: REALVARIANCE";"0.0475";"0.0";"0.09";"0.1275";"0.21";"0.2275";"0.1875";"0.35";"0.0475";"0.39";"0.09";""
"RGX: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.2";"0.0";"0.2";"0.0";""
"RGX: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.76";"0.0";"0.76";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"(a+) -- should fail"
"Size of Input";"1027";"2051";"4099";"8195";"16387";"32771";"65539";"131075";"262147";"524291";"1048579";" "
"DFA: CPUMEAN";"0.2";"0.0";"0.0";"0.4";"0.2";"0.8";"1.8";"3.4";"7.0";"14.0";"28.2";""
"DFA: CPUVARIANCE";"0.76";"0.0";"0.0";"1.44";"0.76";"2.56";"3.96";"2.04";"3.0";"4.0";"0.76";""
"DFA: REALMEAN";"0.0";"0.05";"0.15";"0.2";"0.45";"0.8";"1.7";"3.5";"7.0";"13.9";"28.05";""
"DFA: REALVARIANCE";"0.0";"0.0475";"0.1275";"0.16";"0.2475";"0.16";"0.21";"0.25";"0.0";"0.09";"0.1475";""
"DFA: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"(a+) -- should fail"
"Size of Input";"1027";"2051";"4099";"8195";"16387";"32771";"65539";"131075";"262147";"524291";"1048579";" "
"RGX: CPUMEAN";"0.0";"0.2";"0.2";"0.4";"1.0";"1.8";"3.8";"7.6";"15.0";"30.2";"61.2";""
"RGX: CPUVARIANCE";"0.0";"0.76";"0.76";"1.44";"3.0";"3.96";"0.76";"1.44";"3.0";"3.96";"3.36";""
"RGX: REALMEAN";"0.05";"0.15";"0.25";"0.45";"1.0";"1.9";"3.75";"7.65";"15.1";"30.5";"61.0";""
"RGX: REALVARIANCE";"0.0475";"0.1275";"0.1875";"0.2475";"0.1";"0.09";"0.1875";"0.3275";"0.09";"0.85";"0.2";""
"RGX: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.2";"0.0";""
