
".*schwers.r@gmail.com.*"
"Size of Input";"2067";"4115";"8211";"16403";"32787";"65555";"131091";"262163";"524307";"1048595";"2097171";" "
"DFA: CPUMEAN";"0.17391304347826086";"0.17391304347826086";"0.0";"0.17391304347826086";"0.34782608695652173";"0.8695652173913043";"1.565217391304348";"3.130434782608696";"6.608695652173913";"13.73913043478261";"26.956521739130434";""
"DFA: CPUVARIANCE";"0.665406427221172";"0.665406427221172";"0.0";"0.665406427221172";"1.270321361058601";"2.722117202268431";"3.8109640831758034";"2.722117202268431";"3.6294896030245747";"5.323251417769376";"3.0850661625708886";""
"DFA: REALMEAN";"0.08695652173913043";"0.13043478260869565";"0.08695652173913043";"0.17391304347826086";"0.34782608695652173";"0.8260869565217391";"1.608695652173913";"3.217391304347826";"6.6521739130434785";"13.782608695652174";"26.91304347826087";""
"DFA: REALVARIANCE";"0.166351606805293";"0.11342155009451796";"0.07939508506616257";"0.14366729678638943";"0.22684310018903592";"0.14366729678638943";"0.2381852551984877";"0.17013232514177692";"0.31379962192816635";"2.4310018903591684";"0.6880907372400756";""
"DFA: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

".*schwers.r@gmail.com.*"
"Size of Input";"2067";"4115";"8211";"16403";"32787";"65555";"131091";"262163";"524307";"1048595";"2097171";" "
"RGX: CPUMEAN";"0.0";"0.17391304347826086";"0.0";"0.17391304347826086";"0.34782608695652173";"0.5217391304347826";"1.2173913043478262";"2.4347826086956523";"5.043478260869565";"10.08695652173913";"22.434782608695652";""
"RGX: CPUVARIANCE";"0.0";"0.665406427221172";"0.0";"0.665406427221172";"1.270321361058601";"1.8147448015122873";"3.387523629489603";"3.8109640831758034";"3.0850661625708886";"9.55765595463138";"177.72400756143668";""
"RGX: REALMEAN";"0.0";"0.043478260869565216";"0.043478260869565216";"0.08695652173913043";"0.30434782608695654";"0.6086956521739131";"1.173913043478261";"2.4782608695652173";"4.956521739130435";"10.217391304347826";"22.608695652173914";""
"RGX: REALVARIANCE";"0.0";"0.04158790170132325";"0.04158790170132325";"0.07939508506616257";"0.21172022684310018";"0.2381852551984877";"0.14366729678638943";"0.2495274102079395";"0.4763705103969754";"0.5179584120982986";"183.28166351606805";""
"RGX: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.17391304347826086";"0.0";"3.130434782608696";""
"RGX: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.665406427221172";"0.0";"191.93950850661625";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"a* -- should pass"
"Size of Input";"1024";"2048";"4096";"8192";"16384";"32768";"65536";"131072";"262144";"524288";"1048576";" "
"DFA: CPUMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: CPUVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: REALMEAN";"0.0";"0.0";"0.043478260869565216";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: REALVARIANCE";"0.0";"0.0";"0.04158790170132325";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEMEAN";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"DFA: GARBAGEVARIANCE";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";""
"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";"Passed";""

"a* -- should pass"
"Size of Input";"1024";"2048";"4096";"8192";"16384";"32768";"65536";"131072";"262144";"524288";"1048576";" "
"RGX: CPUMEAN";"0.0";"0.0";"0.0";"0.17391304347826086";"0.17391304347826086";"0.34782608695652173";"0.6956521739130435";"1.391304347826087";"3.3043478260869565";"5.565217391304348";"11.130434782608695";""
"RGX: CPUVARIANCE";"0.0";"0.0";"0.0";"0.665406427221172";"0.665406427221172";"1.270321361058601";"2.298676748582231";"3.6294896030245747";"3.6899810964083177";"3.8109640831758034";"2.722117202268431";""
"RGX: REALMEAN";"0.0";"0.0";"0.043478260869565216";"0.08695652173913043";"0.17391304347826086";"0.34782608695652173";"0.7391304347826086";"1.3478260869565217";"3.260869565217391";"5.521739130434782";"11.347826086956522";""
